source_id,ra,dec,parallax,phot_g_mean_mag,bp_rp,phot_bp_mean_mag,phot_rp_mean_mag,abs_mag_g
1629989021395996672,247.79254431999627,65.09886405722422,10.023623234961706,15.306726,2.8380299,16.875952,14.037922,10.311850126478756
3532468733897268736,166.99411940283613,-26.494531292875195,10.023625909518364,12.930078,1.9520245,13.889509,11.937485,7.935201802989473
4148065743668300032,267.9534354069611,-15.518976707876853,10.023626533320542,20.30741,1.4980469,20.23949,18.741444,15.312533671830728
4118237779962550016,265.2910038364981,-20.40240325260431,10.023634844779162,19.794834,3.0048714,19.67253,16.667658,14.799960322850067
149497885906756096,65.40591958804731,24.560956844507547,10.023640854402224,17.911072,3.8129864,20.342266,16.52928,12.916199265126593
4100066219962622720,280.8601568064452,-16.207350076379836,10.023646377159452,19.853168,1.3709736,19.94015,18.569176,14.858297171754389
2954573290718865024,79.11811191987528,-28.896295202000083,10.02364687493472,16.349033,2.8987513,18.012745,15.113994,11.354162147753982
6359789762903022080,295.23831773489377,-81.77203456955175,10.023646998372719,13.140232,1.9381971,14.104573,12.166376,8.14536090496372
2795055181686517888,9.845221419541106,18.48831267451902,10.023647305001033,16.917137,3.115471,18.759533,15.644062,11.922266031204586
1891355064306725504,342.2172898131382,34.518863493021584,10.023649292197334,17.061115,3.172307,18.943804,15.771497,12.066244580597214
2649752070081318656,341.4987272656566,-1.6886214706736322,10.023664357563757,19.787552,1.0729694,20.312555,19.239586,14.792684459269365
204210370483142656,68.90021717568064,41.84063604293731,10.023666369835304,20.352013,1.3818569,20.960182,19.578325,15.357145649591473
4097516280626591104,273.17859021020365,-16.94911461714605,10.023685449553266,20.227016,2.2823124,20.953709,18.671396,15.232153597610836
6558016389244326144,331.10888683710107,-51.54972226715198,10.02368657799845,14.000125,2.1840124,15.1284895,12.944477,9.005262324431406
1411830864878625408,248.0961537689285,50.48582126258771,10.023689982845237,18.383417,3.6148453,20.615906,17.00106,13.388555260218382
5983034716302960256,242.34864340382396,-51.10633160594346,10.023690042056003,19.25874,2.9297848,20.26056,17.330774,14.263877614964397
715842718916907648,137.619302906044,37.262013137828454,10.02370800582437,14.107342,2.5711308,15.469699,12.898568,9.112483801446391
4119924804405129600,266.6490836458994,-19.192300487485404,10.023716458469329,20.226765,1.6468029,20.597473,18.95067,15.231908545170569
6082439814528395904,201.6040979143637,-49.69963480199856,10.023719983365105,8.713054,1.1661568,9.069438,7.903281,3.7181983331338406
4149502805339123200,265.79534842396185,-13.329895743250393,10.02373496578903,20.768873,1.5706673,21.258251,19.687584,15.774021090238229
1738240094389037440,314.330779122587,8.72501521857055,10.023735280887188,20.878548,0.73861885,20.746788,20.00817,15.88369561223426
2074879871567556992,301.2681700215687,42.144800950623235,10.023735798997743,20.659338,1.8298683,21.170185,19.340317,15.66448605345362
4149233905988020352,265.32485786419977,-14.833076389901905,10.023737907664644,20.47873,1.8076992,21.500513,19.692814,15.483877760870858
5889048535389576704,233.96668739928657,-52.25077711125703,10.023762613828653,20.489162,1.0224628,19.925808,18.903345,15.49431631005616
142780896359579520,45.4444577366019,38.4737546754787,10.023763015628228,20.724997,1.6255226,21.126522,19.501,15.730150518803093
1424548675360025856,242.98378288418743,50.712349086075406,10.023763534389149,15.845339,2.6634302,17.31727,14.65384,10.850492885822216
5848918834914725888,222.6661063760176,-66.16833990873674,10.023789874393904,20.189838,1.4444904,20.508968,19.064478,15.194998179927062
2821121544365665152,355.47725679015514,18.04380033198798,10.023791647954438,15.438989,2.6061592,16.874655,14.268496,10.444148840320857
6461036096419192832,328.63200012840423,-55.070635573955805,10.023793311988943,20.659578,2.0992107,21.29335,19.19414,15.66473883856003
5269580866789171456,119.10246714715053,-70.75456796569058,10.023797664733465,14.958094,2.688448,16.452398,13.76395,9.963255101326933
5979725568620165632,257.0602909912151,-33.7743559483838,10.023801542352306,20.042807,1.531496,20.565475,19.03398,15.047968923519697
5625631971999888000,133.33120991193474,-36.62040429104286,10.0238033055021,21.057646,0.9009056,21.186352,20.285446,16.06280847783695
5870688924622645632,208.9562024704197,-58.835562440663686,10.023804366417696,20.72287,1.8136005,21.058304,19.244703,15.728032782982147
3356701183038525440,96.235495610922,14.689731021405326,10.023809353846957,20.574373,1.9259224,21.48027,19.554348,15.579537235608859
3410714348155875072,68.17721210970312,19.46410226934671,10.02383324577755,14.565806,2.2273245,15.722404,13.495079,9.57097555496211
1827801711682714112,297.0790692012205,22.65803268106994,10.023838217627356,20.918598,2.0269928,21.497896,19.470903,15.923768418212184
2022042294848954880,295.60306784702493,26.76874701853985,10.023838968318046,20.924416,2.2290173,21.559408,19.33039,15.929585994165006
4109028614072659456,258.9917366922023,-26.5750596824838,10.023844498038743,20.80279,1.5268688,21.423487,19.896618,15.807961291804023
4797351308537439616,81.33991295780892,-47.51300351534302,10.023856843807966,15.237958,2.516406,16.606794,14.090388,10.243132232571341
